munic|nome_municipio|sigla_uf|lavoura_perm|lavoura_temp|lavoura_temp_desc|pastagens_naturais|pastagens_plant|matas_f_nat|matas_flor_art|terras_prod|terras_inap
4300406|Alegrete|RS|1533|59719,3|18838,1|544255,9|46869,1|28961,4|7955,2|2562,9|19793,8
4300455|Alegria|RS|128,3|11208,7|126,6|1425,9|268,9|1760,4|231,8|136|644,3
4300505|Alpestre|RS|600,3|13748,1|867,4|5151,3|1208|2950,4|312,7|778,1|1448,1
4300554|Alto Alegre|RS|174,2|6162,1|28,6|1716|241,7|823,8|141,1|17,9|267,3
4300570|Alto Feliz|RS|216,3|1112,6|101,1|320,8|113,3|309,9|594,9|737,2|880,3
4300604|Alvorada|RS|1,8|159,3|79,6|1353,6|327,8|128,5|243,8|19,8|284,2
4300638|Amaral Ferrador|RS|20,5|5766,8|383,4|18875,8|1950,1|3869,8|2682,2|472,9|1613,4
4300646|Ametista do Sul|RS|66,7|2299,4|229,2|1408,8|22,9|455,7|132,4|118,1|799,1
4300661|André da Rocha|RS|175,7|2185,1|638,8|20563|1417,7|4704,5|809,8|145,8|1152,8
4300703|Anta Gorda|RS|1691,9|8953,1|660,3|2296,9|117,5|3298,9|1641,5|1187|1829,1
4300802|Antônio Prado|RS|1866,3|3460,8|950|13546,3|287,4|3636,1|714,8|574,1|2214
4300851|Arambaré|RS|25,9|11681|3115,5|19347,9|3156,5|1204,6|757,2|133|5152,5
4300901|Aratiba|RS|880,6|9702|986,2|8860,9|948,7|3481,5|499,4|1148,8|1395,1
4301008|Arroio do Meio|RS|177,9|6118,2|197,8|1511,2|481,5|1381,3|632,9|408,9|1015,3
4301057|Arroio do Sal|RS|6,6|339,1|40|2138,6|337,5|241,5|390|-|589,9
4301107|Arroio dos Ratos|RS|140,9|1355,1|21,5|14225,3|2789,8|3340,5|7890,9|727,6|3228,4
4301206|Arroio do Tigre|RS|480,5|25904,7|1758,7|9457,3|1513,6|7687,3|1376,4|908,6|2563,8
4301305|Arroio Grande|RS|475,9|35518,6|15474,6|102026,8|18813,3|5447,5|1625,4|212,6|8455,4
4301404|Arvorezinha|RS|2767,2|6070,5|835,2|3643,7|173,2|3935,3|1806,1|1559,7|1561,8
4301503|Augusto Pestana|RS|90,5|23617,7|90,1|4122,1|1167,5|2577,7|462,5|35,5|1259,5
4301552|Áurea|RS|1478,2|7488,8|472,1|966,4|201,5|1575,6|270,8|251|715,3
4301602|Bagé|RS|629,9|21425,5|13469,2|298559,8|69191,2|25658,7|2591,7|283|20884,8
4301651|Barăo|RS|197,8|3272,9|719,1|1267|292,3|1453,5|2174,1|430,6|1316,3
4301701|Barăo de Cotegipe|RS|1202,9|11601,8|596,6|5252,8|1015,4|2516,7|688,1|990,8|1996,2
4301750|Barăo do Triunfo|RS|36,7|5615,9|2232,1|9701,7|999|2443,6|3115,1|549|3516,3
4301800|Barracăo|RS|386,9|11960,6|506,7|16012,4|2044,1|5793,3|491|261|1646,8
4301859|Barra do Guarita|RS|233,9|2096,1|99,8|339,1|586,9|670,1|101,8|72,6|227
4301909|Barra do Ribeiro|RS|148|10624,7|3995,4|23256,7|3280,2|5681,6|10563,5|124,8|5938,3
4301925|Barra do Rio Azul|RS|305,8|4107,5|595,9|5136,9|287,8|1684,6|140|301,4|912,3
4301958|Barra Funda|RS|80|3862,4|5,6|446,2|11,2|479|42,7|110,2|299,4
4302006|Barros Cassal|RS|335,9|7940|864,7|30282,9|776,3|9066,1|1859|586,6|2224,3
4302105|Bento Gonçalves|RS|7580,6|1939,3|763,6|3802,1|370|3675,5|915,7|1419,3|4555,8
4302154|Boa Vista das Missőes|RS|112,1|14771|88,5|587,6|863,2|1630,8|233,8|33,5|381,4
4302204|Boa Vista do Buricá|RS|217,4|11248|57,3|1611,4|485|2622,4|199|197,6|742,4
4302303|Bom Jesus|RS|1062,6|6653,8|1968,5|163051,1|3750,2|36143,8|6954,3|139|8382,6
4302352|Bom Princípio|RS|544,2|1682,7|367,6|566,4|112,6|816|469,8|410|553,8
4302378|Bom Progresso|RS|96,2|5236,2|147,3|431,8|55,8|525|57|35,4|249,5
4302402|Bom Retiro do Sul|RS|218,4|2963,4|59,5|4087,1|923,5|542,7|1748,6|58,6|532
4302451|Boqueirăo do Leăo|RS|248,4|4898,4|986,2|7026|387,7|4059,8|2605,1|561,3|2090,8
4302501|Bossoroca|RS|62,4|34716,6|1212,2|93134,8|5843,7|12809,9|292,6|21,6|2652,3
4302600|Braga|RS|128,6|8332,7|61,1|729,9|220,7|943,8|88,5|29,4|498,7
4302659|Brochier|RS|380,6|2362,5|132,5|1032,6|134,2|519,2|3673,4|87,9|662,5
4302709|Butiá|RS|216,4|1845,5|190,8|14416,4|1774,8|3322,6|15398,3|5709,6|4946,8
4302808|Caçapava do Sul|RS|217,8|14904,6|3234,2|176555,5|10790,6|33641,9|1486,4|1495,1|8590,7
4302907|Cacequi|RS|4086,5|26016,2|8106,2|145082,3|10158|4801,8|1389,4|1397,9|10063,7
4303004|Cachoeira do Sul|RS|1344,1|58023,5|15585|190343,3|29872,9|21769,5|12292,3|1355,8|19255,4
4303103|Cachoeirinha|RS|0,4|47|-|209,5|-|20,5|2|-|8,6
4303202|Cacique Doble|RS|218,9|7128,6|430,4|3067,5|295|1671,9|213,1|289,5|859,7
4303301|Caibaté|RS|203,2|19138|245,8|10447,3|1161,5|2332,3|401,3|133,7|2166,5
4303400|Caiçara|RS|385,2|7656,9|736,5|2036,1|979,2|2692,4|252,6|611,9|1145,6
4303509|Camaquă|RS|506,2|49043,3|8738,2|48187,6|9935,8|9335,1|12935,8|2539,8|7934,3
4303558|Camargo|RS|116,6|5253,7|63,7|2659,2|225,5|1640,2|123,9|218,6|607,8
4303673|Campestre da Serra|RS|999,9|2383|658,5|26235,5|2884,8|5854,2|1068,9|86,6|2364,7
4303707|Campina das Missőes|RS|281,2|11777,4|354,6|3292,7|280,2|2155|285|232,9|1200,3
4303806|Campinas do Sul|RS|286,5|23584,5|79,3|3322,3|882,3|2343,8|388,1|407,9|1224,3
4303905|Campo Bom|RS|12,5|74,1|14|540,6|36|235,3|20|4|46,4
4304002|Campo Novo|RS|196,3|15022,9|130,2|1164,4|470,1|977,8|251,6|36|492,7
4304101|Campos Borges|RS|46,6|7206,3|186|6484,1|729,9|1637,7|73,6|22,3|455,1
4304200|Candelária|RS|491,8|23565,8|2443,8|21596,9|2892,9|10013,9|3174,5|1359,2|5440,6
4304309|Cândido Godói|RS|150,2|14241|89,1|2933,1|329,5|2401,3|858|87|1268
4304358|Candiota|RS|533,8|7373,9|3263,6|38150,5|8875,9|2586,8|507,1|445|2476,9
4304408|Canela|RS|274,7|351,4|196,6|1245|241,7|2033,1|3931,6|152,8|1530,9
4304507|Canguçu|RS|3618,7|64936|10170,5|144607,1|15652,7|47050,5|5999,6|3602,7|19210,8
4304606|Canoas|RS|2|346,8|530,5|16,1|1,5|12,5|10,4|9,8|34,2
4304630|Capăo da Canoa|RS|13,8|215,7|129,5|3801,2|77,6|164,9|33,4|0,4|73
4304663|Capăo do Leăo|RS|58|8099|2938,1|22239,2|1925,1|4243,6|161,2|369|6457
4304689|Capela de Santana|RS|488,6|1528,6|662|6718,1|1460|855|2379,6|318,1|666,2
4304697|Capităo|RS|145,6|1454,8|48,2|781,4|140,3|614,8|1190,6|197,6|719,4
4304705|Carazinho|RS|254,9|56573,3|385,9|6631,3|3426,9|8626,1|1350|39,8|2422,9
4304804|Carlos Barbosa|RS|543,6|4045,1|1341|3290,7|1409,7|1963,5|1487,5|924,3|2316,8
4304853|Carlos Gomes|RS|169,1|3836,8|165,5|1258,9|106,5|1240,3|114,8|414|411,1
4304903|Casca|RS|420,9|11114,2|346,3|3578,2|579,2|2256,6|912,2|763,2|2274,7
4304952|Caseiros|RS|224,1|6491,3|300,2|6170,6|405,6|3202,3|387,3|141,5|660,3
4305009|Catuípe|RS|478,4|36264,5|362,8|8216,6|850,9|3490,1|610|156,3|1502,8
4305108|Caxias do Sul|RS|6489|8250,8|3176,3|49953,1|6842,2|21104,9|5932,5|3178,3|10820
4305116|Centenário|RS|761,9|7748,4|426,7|919,3|122|1499,5|230,7|277,4|794,6
4305132|Cerro Branco|RS|34,5|4115,1|478,8|2113,6|256,8|2197,8|761,7|228,8|1733
4305157|Cerro Grande|RS|50,6|4714,3|61,5|763|36,7|645,8|110,3|54,6|383,3
4305173|Cerro Grande do Sul|RS|69|5755,6|1397,1|4277,8|602|1708,3|3314,6|1918,6|2679,1
4305207|Cerro Largo|RS|136,3|8598,5|141,6|2393,9|230,6|1850,8|237,8|176,4|956,8
4305306|Chapada|RS|316,3|38034,8|271,8|5378,5|2398,6|5075,4|754,1|381,8|2206,9
4305355|Charqueadas|RS|214,1|3231,5|3467,1|4570|679,8|668,1|2013,5|377|2007,6
4305371|Charrua|RS|140,8|9557|1403,6|1198,7|81,4|4124,8|391,6|218,6|748,4
4305405|Chiapetta|RS|170,7|26476|833,2|1315,6|2886|5393|327|80,5|1020
4305454|Cidreira|RS|7,1|1369,9|531,1|9789,3|757,3|226,2|4186,2|-|1992
4305504|Ciríaco|RS|114,6|7242,7|123,5|7294|680,7|3434,1|462,9|414,7|675,6
4305587|Colinas|RS|104,4|2186,1|134,3|497,2|356,1|637|246,8|182,4|612,1
4305603|Colorado|RS|120,9|18893,9|71,4|1735,3|112,1|1454,3|189,6|37,5|772,1
4305702|Condor|RS|94,1|33742,5|109,2|2703,8|795,2|3388,2|459|173,3|1902,9
4305801|Constantina|RS|376,3|16635,7|534,9|1697,7|545,5|2146,8|355,1|454,9|1883,4
4305850|Coqueiros do Sul|RS|136,2|14951,1|86,7|1544,6|632,6|2852,6|718,1|83,3|831,5
4305871|Coronel Barros|RS|102,5|10835,3|32,8|1737,7|136,4|1263,9|166,6|28,8|450
4305900|Coronel Bicaco|RS|244,4|29761,9|230,6|2746,2|614,2|1922,8|356|208,1|1164,2
4305959|Cotiporă|RS|1408,8|2126,2|505|2517,3|293,4|1350,5|310|1061,4|1958,5
4305975|Coxilha|RS|46,9|27233|160|2522,5|813,2|3837,5|495|42|1571,1
4306007|Crissiumal|RS|579|20855,4|185,9|3793,2|1193,1|4411,2|422,1|263,2|1138,4
4306056|Cristal|RS|70,2|10927|3483,8|24532,3|3695,5|3662,3|920,1|196,2|2281,6
4306106|Cruz Alta|RS|830,1|141813|3530,7|41275,3|12337,7|11226,2|2667,3|881,8|9531,7
4306205|Cruzeiro do Sul|RS|326,3|6853,7|338,8|2195,1|580,8|817,8|903,5|145,7|741,2
4306304|David Canabarro|RS|280,9|6287,7|175,7|3336,6|93,2|2000,1|388,8|306,7|925,8
4306320|Derrubadas|RS|145,5|11258,5|20,5|873,2|1177,7|2025,7|144,5|436|725
4306353|Dezesseis de Novembro|RS|61,3|4430,9|451,2|10730,4|347,1|2137,3|90,4|259,3|448,9
4306403|Dois Irmăos|RS|49,2|239,5|64,5|67,1|23,9|116,3|84,8|31,6|83,9
4306429|Dois Irmăos das Missőes|RS|282,8|16922,7|420,5|555,5|756,6|2116,8|148,7|56,4|543
4306452|Dois Lajeados|RS|595,9|2955,1|405,1|1755,9|105,2|2465,7|563,5|281,5|599,9
4306502|Dom Feliciano|RS|294,5|17792,9|3585,6|38966,5|3641,5|10379,3|11085,1|1646,9|8241,7
4306601|Dom Pedrito|RS|169,7|50436,2|18177,3|300254,8|53960|12169,7|3573,7|1564,2|22074,8
4306700|Dona Francisca|RS|49,7|3840,3|93,1|1660,8|62|1368,8|172,7|449,7|490,2
4306734|Doutor Maurício Cardoso|RS|225,2|16631,6|212,4|1719|347,7|1939|428,6|60,6|1177,7
4306767|Eldorado do Sul|RS|205,9|6495,8|2391,9|16368,2|2914,9|1867,7|5391,5|681|1796
4306809|Encantado|RS|798,5|4551,1|479,3|2106,7|150,7|2159|1997,7|555,6|2125,7
4306908|Encruzilhada do Sul|RS|512,5|18800,4|3858,9|168324,7|17017,9|48268,3|19505,6|2089,9|21529,5
4306924|Engenho Velho|RS|71,4|4995,9|26,2|419,3|60,9|576,1|82,1|210,3|290,6
4306932|Entre-Ijuís|RS|96,5|30657,4|167,3|10258,6|821,1|4308,1|439,6|64,4|1643
4306957|Entre Rios do Sul|RS|113,3|4290,5|137,3|1000,9|111,9|935,3|77,4|148,6|627,8
4306973|Erebango|RS|1061|9460,6|273,3|738,5|54,5|1105,7|450,7|132,7|599,9
4307005|Erechim|RS|2079,2|35110,3|1587,7|7190,7|1716,7|6560|2097,6|1770,9|3517,6
4307054|Ernestina|RS|26,2|17571,9|5,6|2684,4|628,3|2152,1|154,5|14,5|701,7
4307104|Herval|RS|55,1|8838,9|2457,5|159506,3|11872,4|22260,2|335,5|2711,5|8237,6
4307203|Erval Grande|RS|593|7497,6|1816,4|5404,8|3631|2472,6|718,5|265,7|2251,5
4307302|Erval Seco|RS|538,2|16340|110,5|2119,4|267|3568,7|162,5|180|1379,5
4307401|Esmeralda|RS|127,3|7675,6|2782,7|83559|4450,9|14965|533,5|46,1|5375,8
4307500|Espumoso|RS|223,2|32015,3|383|26504|2418,1|6438,7|399,2|168,7|1654
4307559|Estaçăo|RS|172,6|5892,3|64,2|613,4|111,8|577|160,9|24,8|389
4307609|Estância Velha|RS|11,4|54,4|3,5|53,3|11|82|135,4|32|25,5
4307807|Estrela|RS|452,3|6564,7|230,3|1991,5|1403,7|812,5|1678,8|184,5|826,8
4307831|Eugęnio de Castro|RS|94,9|21329,7|46|7581,3|1521,5|2288,5|334,5|136,3|992,6
4307864|Fagundes Varela|RS|307,8|2669,6|476,4|2743,3|228,1|1009,8|412,6|375,1|1160,9
4307906|Farroupilha|RS|5158,5|2662,6|2933,8|5159,1|843,9|2260,1|2718,1|816,9|3843,8
4308003|Faxinal do Soturno|RS|231,4|4387,2|700|3769|123,2|2037,2|315,7|546,4|957,1
4308052|Faxinalzinho|RS|428,8|6043,7|191|3260,2|317,1|1784,2|280,4|426,8|756,5
4308102|Feliz|RS|228,6|1813,8|380,4|492,2|119,3|996,9|471,3|510,6|703,7
4308201|Flores da Cunha|RS|4283,3|1704,5|755,7|4269,6|235,3|3087,7|991,2|2288,8|2247,5
4308300|Fontoura Xavier|RS|1446,2|5861|2428,2|20120,4|1104,7|8142,1|1931,1|387,9|4988,4
4308409|Formigueiro|RS|151|10796,5|921,8|31806,6|1686,7|2358,5|752,7|19,6|2012,3
4308458|Fortaleza dos Valos|RS|491,9|31314,5|817,4|15102,4|3141,1|3308|856,8|270,2|939,7
4308508|Frederico Westphalen|RS|605,6|11074,8|299,3|4108,8|350|3274,7|441,1|255,9|1390,2
4308607|Garibaldi|RS|3274|5064,2|2004,2|2764,9|723,6|3676,4|1323,7|1663|2920,2
4308656|Garruchos|RS|132,3|13548,4|1019,3|38819|4138,4|5700|166,9|308|816,2
4308706|Gaurama|RS|824,3|8801,1|603,1|1452,8|739,4|2381|434,7|438,4|1283,8
4308805|General Câmara|RS|324,1|7606,1|572,4|29304,2|3697,5|3378,9|5681,7|1115,9|2200,6
4308854|Gentil|RS|101,1|6085,5|387,9|4980,9|147,6|2241,7|573,7|119,3|455,2
4308904|Getúlio Vargas|RS|1445,3|21970,7|2493,5|3212,1|595,5|4026,3|918,9|1027,3|1988,8
4309001|Giruá|RS|560,9|69214,5|438,9|10977,2|3543,4|7603,4|1492,3|406,9|3033,5
4309050|Glorinha|RS|307,3|3206,9|1508,4|15849,2|1888,6|614,8|475|14,6|1541,1
4309100|Gramado|RS|366,6|1907|274,8|2213,8|403,1|2146,8|1566,6|388|1380,4
4309126|Gramado dos Loureiros|RS|71,1|4808,5|224,5|1199,6|53,1|690|40|54,2|441,2
4309159|Gramado Xavier|RS|145,6|3024,6|510,4|4865|262,2|4853,5|1263,9|263,9|813,6
4309209|Gravataí|RS|239,9|2650,3|358,7|8577,2|942|916,7|446,3|175|609,6
4309258|Guabiju|RS|99,1|2517,3|141,5|5323,5|806,1|2100|207,4|118,3|687,6
4309308|Guaíba|RS|305,4|3415,1|1652|7023,1|2197,8|1601,9|3954,1|512,1|1331,9
4309407|Guaporé|RS|1094,1|5614|838,6|5524,2|294,8|3388|730,3|911,5|2533,3
4309506|Guarani das Missőes|RS|206,9|20829,6|523,7|4334,1|382,7|3166,6|555,3|367,6|2120,1
4309555|Harmonia|RS|1927,2|769,5|106,2|369,4|19|365,1|257,8|149,1|353,2
4309605|Horizontina|RS|125,6|14245,1|73,1|2073,5|306,4|2271,1|333,9|85,9|925,5
4309654|Hulha Negra|RS|178,1|7362,2|4432,4|27980,9|13740,4|4333,9|707,6|452,7|2916,2
4309704|Humaitá|RS|132,9|8335,7|68,3|918,7|559,3|865,3|232,1|49,6|441,6
4309753|Ibarama|RS|139,2|4048,1|1264,3|2856,2|336,7|3199,2|789,5|1861,5|1869,9
4309803|Ibiaçá|RS|119,4|21861,3|390,9|5819,4|640,2|3304,7|510,8|447|1361
4309902|Ibiraiaras|RS|195,7|9120,8|1775,5|4640,3|1575,6|3440,3|622,7|496,5|1650
4309951|Ibirapuită|RS|331,8|11778,5|328,6|8838|1513,4|3258,3|435,8|558,7|1362,6
4310009|Ibirubá|RS|447,4|41842,4|667,3|4837,8|1036,6|5124,3|607,4|261|1323,8
4310108|Igrejinha|RS|162,1|965|222,4|1387,6|418,8|782,3|444,1|605,4|522,9
4310207|Ijuí|RS|711,5|53875,3|304,9|6489|1737,7|5092,4|1024,7|246,1|3252,1
4310306|Ilópolis|RS|3085,7|2063,7|594,5|1119,7|26,3|2112,4|1154,4|218,1|898,9
4310363|Imigrante|RS|138,3|3053,2|253,8|998,1|155,9|1894,8|726,7|591,9|838,4
4310405|Independęncia|RS|245,2|23891,1|491,4|3031,1|865|3127,1|467,4|112,9|1277,3
4310413|Inhacorá|RS|160|7689,6|32,6|1087,6|214,1|626,6|119,7|9,8|357,6
4310439|Ipę|RS|827,1|3391,1|848,4|31472,6|2508,6|5354,4|884,1|455,3|2184
4310462|Ipiranga do Sul|RS|126,4|10025,5|43,6|754,8|208,1|801,6|192,2|45,3|488,3
4310504|Iraí|RS|463|5893,6|160,9|3772|109,5|1910,3|119,6|155,5|660,8
4310553|Itacurubi|RS|36|9227,8|671|80922,5|4819,7|9508|188|14|2562,3
4310579|Itapuca|RS|1392,4|2769,5|720,6|5818,5|402,8|3143,1|934,4|512|922,9
4310603|Itaqui|RS|247,5|83747,3|43912,3|246463|21946,6|12933,3|2370,3|752,3|14424,2
4310702|Itatiba do Sul|RS|704,4|6499,1|996,7|4311,2|1770,6|2307,1|289,8|396,2|1753,4
4310751|Ivorá|RS|164,7|3188|499,7|2414,1|536,3|1454,5|170,7|223,3|645,8
4310801|Ivoti|RS|123,8|773,5|80,8|328,9|186|338|423,6|152,8|171,5
4310850|Jaboticaba|RS|114,7|7504,4|127,4|1426,9|90,6|1218,7|79,2|211,1|748,2
4310900|Jacutinga|RS|241,1|15711,4|82,1|1480,4|218,9|1464,7|170|220|776
4311007|Jaguarăo|RS|66,1|31343,1|5556,1|114719,5|19554,5|2596|800,1|159,6|6831,2
4311106|Jaguari|RS|260,1|10685,5|708,4|35649,1|1239,1|7133,2|928,3|115|3009,7
4311122|Jaquirana|RS|64,5|1618,7|1751,6|42475,6|3360,7|13018,5|2123,1|100,2|3269,1
4311155|Jóia|RS|484,8|53322,6|605,1|39613,7|5029,3|6696,7|659,3|470,5|2918,5
4311205|Júlio de Castilhos|RS|480,2|53550|1684,4|76089,4|8066|10198,1|1550,7|235,5|3831
4311254|Lagoăo|RS|157,2|5472,6|1028,8|20017,6|501,9|3420,1|504,6|453,3|1539,7
4311270|Lagoa dos Tręs Cantos|RS|53,1|8572,9|1,4|722,6|106,2|865,7|173,1|5,4|279,3
4311304|Lagoa Vermelha|RS|890,4|32835,4|1648,1|85651,5|7034,8|22244,7|1143,6|482,8|5197,5
4311403|Lajeado|RS|571,7|11233,7|727,9|5005,3|955,5|4231,1|1903,6|1992|2843,7
4311429|Lajeado do Bugre|RS|62,8|4446,2|73|433,6|27,8|356,1|45,1|45,5|413,7
4311502|Lavras do Sul|RS|202,4|4026,3|2759,6|173671,9|11956,7|13364,1|1117,4|1635,2|5563,8
4311601|Liberato Salzano|RS|213,4|10162,7|326,9|1569,7|391,9|2124,8|108,2|371|1839,4
4311627|Lindolfo Collor|RS|211,2|535,1|79|235,8|21,8|217,8|621,1|46,3|275,4
4311643|Linha Nova|RS|91,1|1215,9|67,8|334,5|147,4|758,4|797,3|134,4|481,7
4311700|Machadinho|RS|1030,2|9948,8|240,1|12534,2|767,3|2776,5|319,7|482,4|1488,6
4311759|Manoel Viana|RS|111,8|13240,8|4289,1|84547,7|11569,8|5385,2|557,9|410,4|3392
4311775|Maquiné|RS|762,7|1767,7|470,4|4864|544,1|6226,4|500,4|598,8|1556,8
4311791|Maratá|RS|757,8|1133,5|219,3|862,5|113,5|415,3|1889,7|771,9|337,3
4311809|Marau|RS|474,4|30001,4|625,8|7981,6|1616,3|5931,3|1042,8|617,8|2450,2
4311908|Marcelino Ramos|RS|1008,4|6221,3|410,7|6272,7|521,4|2417,6|252|521,4|958,7
4311981|Mariana Pimentel|RS|163|2324,3|829,9|6133,5|1659,1|2898|3507,6|633,1|1690,9
4312005|Mariano Moro|RS|393,8|2871,6|93,4|3273,7|100,2|1032,1|144,9|122|467,5
4312104|Mata|RS|17,4|5283,9|302|15276,5|424,4|2314,7|235,1|57,6|1042,6
4312138|Mato Castelhano|RS|261,7|12015,3|127,3|3241,8|1331,6|2360,7|1156,2|191,7|841,4
4312153|Mato Leităo|RS|1170,3|1582,4|98,2|469,8|77,5|208,9|244|123,8|243,6
4312203|Maximiliano de Almeida|RS|674,6|8354|868,6|3905,5|347,3|1817|106,1|1264,3|1364,1
4312252|Minas do Leăo|RS|216,6|4121,2|1446|16970|1141|2109,2|4056,3|231,5|1870,2
4312302|Miraguaí|RS|224,3|7329,9|389,5|1546|236,3|838,6|109,4|177,5|614,3
4312351|Montauri|RS|107,1|3661,5|435,7|1033,3|24,6|778,2|74,6|531,4|658,6
4312385|Monte Belo do Sul|RS|1928,4|863,6|228,4|721,7|61,8|1111,1|211,1|356,8|755,2
4312401|Montenegro|RS|3821,3|2409|529,6|6208,3|1406,2|1956,8|5160,1|485,2|1615,8
4312427|Mormaço|RS|182|6781,3|107,8|2695,9|604,1|1156,5|171,9|116,4|453,1
4312443|Morrinhos do Sul|RS|2115,8|1631,9|643|2660,2|1322,3|1082,7|184,1|173,1|1000,7
4312450|Morro Redondo|RS|567,7|2868,3|1293,4|6071,5|1972,7|1586,7|458,2|805,6|1354,7
4312476|Morro Reuter|RS|173,6|1284,5|429,2|382,4|243|671,2|1253,4|651,4|523,5
4312500|Mostardas|RS|46,2|23735,2|11096|46674,8|3849,3|2063|9320,9|623,8|9944,6
4312609|Muçum|RS|396,4|5133,5|440,6|2429,8|253,9|3168,7|1087,7|453|2249,9
4312625|Muliterno|RS|311,8|3282,4|566,5|2262,2|196,8|943,7|196|383,3|766,2
4312658|Năo-Me-Toque|RS|122,7|24471,2|237,4|2061,5|992,4|3114,4|693,1|132,5|1240,6
4312674|Nicolau Vergueiro|RS|94,9|8587,4|165,7|1707|359,9|1059|157,3|21,2|368,7
4312708|Nonoai|RS|919|19501,2|4101,3|5829,6|546,8|10409,1|113,9|172|2644,7
4312757|Nova Alvorada|RS|664,4|3853,4|497|2927,3|95,7|2369,5|727,7|441,5|975,6
4312807|Nova Araçá|RS|127,7|2391,8|140,2|1536,9|168,1|657|279,1|422,5|565,8
4312906|Nova Bassano|RS|471,8|7275,9|854,5|2616,7|432,2|2010,1|594,9|803,1|1408,7
4312955|Nova Boa Vista|RS|103,6|5884,7|22|766,4|96,2|908,7|170,4|87,2|440,7
4313003|Nova Bréscia|RS|531,1|3450,8|860,4|4510,3|171,9|1571,6|2287,6|1311|2088,8
4313037|Nova Esperança do Sul|RS|55,3|4103,2|15|9232,7|569,1|1860,9|131|43,8|577,9
4313060|Nova Hartz|RS|88,4|1409,1|157,8|1331,2|61|1161,9|453,5|265,6|388,9
4313086|Nova Pádua|RS|1325,3|730,2|442,6|3211,9|208,3|809,1|211,6|214,4|1023,3
4313102|Nova Palma|RS|336,5|8455,1|775,7|10055,5|1746,9|4281,4|517,3|1415,6|1759,8
4313201|Nova Petrópolis|RS|752,2|4217,9|1096,6|1962,6|394,5|2895,5|2140,2|1251,9|2128,9
4313300|Nova Prata|RS|565,1|4370,5|454,1|5217,8|984,8|3430,4|874,9|724,4|1524,7
4313359|Nova Roma do Sul|RS|680,7|1775,1|170,8|4532,8|182,3|1464,6|145,5|359,8|1669,7
4313375|Nova Santa Rita|RS|53,8|2589,2|511,5|5599|623,2|771,9|518,8|22,9|707,2
4313409|Novo Hamburgo|RS|266|873,8|256,5|1881,8|414,4|580,4|307,1|150|348
4313425|Novo Machado|RS|191,9|13280,6|25,9|1367,8|477,1|1823,7|277|87,3|627,1
4313441|Novo Tiradentes|RS|176,7|3829,1|64,9|706,3|37,4|692,7|107,9|139,1|418,5
4313490|Novo Barreiro|RS|196,9|7752,4|152,8|801,4|49,5|651,3|60,5|132,6|664,9
4313508|Osório|RS|254|3118,9|1350,1|17001,4|4204,5|1667,5|2430,8|1409,8|1569
4313607|Paim Filho|RS|340,2|6609,1|1451,6|3971,9|427,6|1398|200,9|372,8|893,3
4313656|Palmares do Sul|RS|275,2|25515,2|2411|35847,9|3199,5|2369,8|6359,7|53,5|4185,5
4313706|Palmeira das Missőes|RS|514,9|99878,2|1356,8|11128,3|3178,1|7821,4|913|847,2|5481,2
4313805|Palmitinho|RS|223|7328,3|350,6|1497,1|506,5|1571,8|194,6|329,4|836,5
4313904|Panambi|RS|347,3|33283,6|105,2|4983,4|1264|3910,2|730,8|260,5|2390,5
4313953|Pantano Grande|RS|174,4|8357,5|1649,5|39420,5|5395,7|5916|11911,6|371|4953
4314001|Paraí|RS|227,4|2738,1|94,6|2634,4|391,3|1408,1|321,3|194,3|974,4
4314027|Paraíso do Sul|RS|303,9|6779,6|1107,1|5737,6|457,1|3532,6|1159,2|527,7|2199,3
4314035|Pareci Novo|RS|2141|221,2|34,5|592,8|27,3|464,9|212,8|99,3|341,5
4314050|Parobé|RS|148,5|882,4|133,6|4764,6|368|785,7|381,6|21,4|253,7
4314076|Passo do Sobrado|RS|128,7|3710,2|466,8|6523|422,4|1489,6|1036,5|169,8|1023,2
4314100|Passo Fundo|RS|386,9|35953,1|1215,2|9414,8|3431,4|5926,9|2248,1|161,4|2911,8
4314159|Paverama|RS|157,8|3796,5|73,5|1943,6|345,7|732,9|5127,9|124,2|847,9
4314209|Pedro Osório|RS|244,5|12565,4|2916,4|45215,2|11908,8|4800,1|978,9|115,8|3205,9
4314308|Pejuçara|RS|137,3|29166,5|542,1|4303,5|1162,1|2923,5|389,1|55,2|1275,3
4314407|Pelotas|RS|3233,1|42364,6|9482,8|48756|10511,6|9842,4|7776,4|1760,9|13957,9
4314423|Picada Café|RS|62,9|847,5|376,3|399,1|38,2|540,6|472,1|420,3|408
4314456|Pinhal|RS|58,7|3699,2|87,5|809,4|65,8|585,6|56,3|140,4|400,4
4314472|Pinhal Grande|RS|306,1|11917,3|1813,1|14595,5|1842,9|3382,5|369,3|518,9|1745,9
4314498|Pinheirinho do Vale|RS|209,3|4824,1|179,2|943,9|120|1429,3|122,2|183,7|840,5
4314506|Pinheiro Machado|RS|269,2|6486,7|1340,5|160053,4|7218|24581,3|672,4|122,2|11629,7
4314555|Pirapó|RS|76,7|6665,4|268,2|14081,1|421,1|2536|118,9|213,5|438,1
4314605|Piratini|RS|778,6|17851,3|7183,6|155427,5|11200,7|37559,7|13598,8|596,4|13453,8
4314704|Planalto|RS|411,7|7460,5|480,3|2157,5|516,4|1603,2|413,5|478,7|1460,2
